ID,CFR_prediction,gold,rawLevenshteinED,phonemewiseLevenshteinED,featureED,pred_phone_length,gold_phone_length
553,/mˈut͡ʃo/,/mˈuslo/,2,0.4,0.7115384615384616,4,5
554,/mjˈeo/,/mˈɑʝo/,2,0.5,0.4423076923076923,4,4
555,/mjˈeɾ/,/mˈɑɡɾo/,3,0.6,1.3269230769230769,4,5
556,/mˈɑl/,/mˈɑl/,0,0.0,0.0,3,3
557,/mˈɑl/,/mˈɑlo/,1,0.25,0.7307692307692307,3,4
558,/mˈɑn̪ɡɑ/,/mˈɑn̪ɡɑ/,0,0.0,0.0,5,5
559,/mˈɑn̪iɑ/,/mˈɑɲɑ/,2,0.5,0.6730769230769231,5,4
560,/mˈɑŋt͡ʃɑ/,/mˈɑn̪t͡ʃɑ/,1,0.2,0.17307692307692307,5,5
561,/mˈɑŋko/,/mˈɑn̪ko/,1,0.2,0.17307692307692307,5,5
562,/mˈɑsion̪ɑdɑ/,/mesn̪ˈɑd̪ɑ/,5,0.7142857142857143,1.5,9,7
563,/mˈɑn̪/,/mˈɑn̪o/,1,0.25,0.7307692307692307,3,4
564,/mˈɑn̪s/,/mˈɑn̪os/,1,0.2,0.8461538461538461,4,5
565,/mˈɑpɑ/,/mˈɑpɑ/,0,0.0,0.0,4,4
566,/mˈɑɾ/,/mˈɑɾ/,0,0.0,0.0,3,3
567,/mˈɑɾmbɾ/,/mˈɑɾmol/,2,0.3333333333333333,0.4423076923076923,6,6
568,/mˈɑɾss/,/mˈɑɾt̪es/,2,0.3333333333333333,0.9038461538461539,5,6
569,/mˈɑt͡ʃo/,/mˈɑt͡ʃo/,0,0.0,0.0,4,4
570,/mˈoɾ/,/moɾo/,2,0.5,0.8269230769230769,3,4
571,/mjˈeɡo/,/mˈeɡo/,1,0.25,0.36538461538461536,5,4
572,/mjˈex/,/mˈɑs/,3,1.0,0.6923076923076923,4,3
573,/mˈɑθjo/,/mˈɑɾθo/,2,0.4,0.4807692307692308,5,5
574,/mˈɑdɾe/,/mˈɑd̪ɾe/,1,0.2,0.038461538461538464,5,5
575,/mˌiˈɑliɑ/,/meˈɑxɑ/,3,0.6,0.8653846153846154,6,5
576,/mˈiˈɑɾ/,/meˈɑɾ/,1,0.25,0.11538461538461539,4,4
